Date,Type,NHS Area Code,ONS Code,Name,Total
06-2022,ICB,QT6,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2958
06-2022,ICB,QU9,E54000044,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",5145
06-2022,ICB,QUA,E54000062,NHS Black Country Integrated Care Board,3293
06-2022,ICB,QUE,E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,1139
06-2022,ICB,QUY,E54000039,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",3995
06-2022,ICB,QVV,E54000041,NHS Dorset Integrated Care Board,5334
06-2022,ICB,QWE,E54000031,NHS South West London Integrated Care Board,3607
06-2022,ICB,QWO,E54000054,NHS West Yorkshire Integrated Care Board,9230
06-2022,ICB,QWU,E54000018,NHS Coventry and Warwickshire Integrated Care Board,3827
06-2022,ICB,QXU,E54000052,NHS Surrey Heartlands Integrated Care Board,5503
06-2022,ICB,QYG,E54000008,NHS Cheshire and Merseyside Integrated Care Board,11884
06-2022,SUB ICB,W2U3Z,E38000256,NHS North West London ICB - W2U3Z,5247
06-2022,SUB ICB,X2C4Y,E38000254,NHS West Yorkshire ICB - X2C4Y,1251
07-2022,National,ENG,ENG,England,178823
07-2022,Region,Y56,E40000003,London,21385
07-2022,Region,Y58,E40000006,South West,20851
07-2022,Region,Y59,E40000005,South East,52084
07-2022,Region,Y60,E40000011,Midlands,27110
07-2022,Region,Y61,E40000007,East of England,8335
07-2022,Region,Y62,E40000010,North West,23107
07-2022,Region,Y63,E40000012,North East and Yorkshire,25951
07-2022,SUB ICB,00L,E38000130,NHS North East and North Cumbria ICB - 00L,2620
07-2022,SUB ICB,00N,E38000163,NHS North East and North Cumbria ICB - 00N,644
07-2022,SUB ICB,00P,E38000176,NHS North East and North Cumbria ICB - 00P,2155
07-2022,SUB ICB,00R,E38000015,NHS Lancashire and South Cumbria ICB - 00R,34
07-2022,SUB ICB,00T,E38000016,NHS Greater Manchester ICB - 00T,2546
07-2022,SUB ICB,00V,E38000024,NHS Greater Manchester ICB - 00V,1238
07-2022,SUB ICB,00X,E38000034,NHS Lancashire and South Cumbria ICB - 00X,1828
07-2022,SUB ICB,00Y,E38000135,NHS Greater Manchester ICB - 00Y,355
07-2022,SUB ICB,01A,E38000050,NHS Lancashire and South Cumbria ICB - 01A,967
07-2022,SUB ICB,01D,E38000080,NHS Greater Manchester ICB - 01D,1153
07-2022,SUB ICB,01E,E38000227,NHS Lancashire and South Cumbria ICB - 01E,359
07-2022,SUB ICB,01F,E38000068,NHS Cheshire and Merseyside ICB - 01F,99
07-2022,SUB ICB,01G,E38000143,NHS Greater Manchester ICB - 01G,1159
07-2022,SUB ICB,01H,E38000215,NHS North East and North Cumbria ICB - 01H,141
07-2022,SUB ICB,01J,E38000091,NHS Cheshire and Merseyside ICB - 01J,164
07-2022,SUB ICB,01K,E38000228,NHS Lancashire and South Cumbria ICB - 01K,1521
07-2022,SUB ICB,01V,E38000170,NHS Cheshire and Merseyside ICB - 01V,86
07-2022,SUB ICB,01W,E38000174,NHS Greater Manchester ICB - 01W,153
07-2022,SUB ICB,01X,E38000172,NHS Cheshire and Merseyside ICB - 01X,72
07-2022,SUB ICB,01Y,E38000263,NHS Greater Manchester ICB - 01Y,658
07-2022,SUB ICB,02A,E38000187,NHS Greater Manchester ICB - 02A,211
07-2022,SUB ICB,02E,E38000194,NHS Cheshire and Merseyside ICB - 02E,672
07-2022,SUB ICB,02G,E38000200,NHS Lancashire and South Cumbria ICB - 02G,273
07-2022,SUB ICB,02M,E38000226,NHS Lancashire and South Cumbria ICB - 02M,136
07-2022,SUB ICB,02P,E38000006,NHS South Yorkshire ICB - 02P,1937
07-2022,SUB ICB,02Q,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,876
07-2022,SUB ICB,02T,E38000025,NHS West Yorkshire ICB - 02T,755
07-2022,SUB ICB,02X,E38000044,NHS South Yorkshire ICB - 02X,3165
07-2022,SUB ICB,02Y,E38000052,NHS Humber and North Yorkshire ICB - 02Y,110
07-2022,SUB ICB,03F,E38000085,NHS Humber and North Yorkshire ICB - 03F,7
07-2022,SUB ICB,03H,E38000119,NHS Humber and North Yorkshire ICB - 03H,85
07-2022,SUB ICB,03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,146
07-2022,SUB ICB,03L,E38000141,NHS South Yorkshire ICB - 03L,339
07-2022,SUB ICB,03N,E38000146,NHS South Yorkshire ICB - 03N,993
07-2022,SUB ICB,03Q,E38000188,NHS Humber and North Yorkshire ICB - 03Q,95
07-2022,SUB ICB,03R,E38000190,NHS West Yorkshire ICB - 03R,662
07-2022,SUB ICB,03W,E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",120
07-2022,SUB ICB,04C,E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",2
07-2022,SUB ICB,04Y,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,960
07-2022,SUB ICB,05D,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,1087
07-2022,SUB ICB,05G,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,1082
07-2022,SUB ICB,05Q,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,321
07-2022,SUB ICB,05V,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,297
07-2022,SUB ICB,05W,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,335
07-2022,SUB ICB,06H,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,66
07-2022,SUB ICB,06K,E38000049,NHS Hertfordshire and West Essex ICB - 06K,165
07-2022,SUB ICB,06L,E38000086,NHS Suffolk and North East Essex ICB - 06L,715
07-2022,SUB ICB,06N,E38000079,NHS Hertfordshire and West Essex ICB - 06N,1255
07-2022,SUB ICB,06Q,E38000106,NHS Mid and South Essex ICB - 06Q,180
07-2022,SUB ICB,06T,E38000117,NHS Suffolk and North East Essex ICB - 06T,91
07-2022,SUB ICB,07G,E38000185,NHS Mid and South Essex ICB - 07G,8
07-2022,SUB ICB,07H,E38000197,NHS Hertfordshire and West Essex ICB - 07H,1666
07-2022,SUB ICB,07K,E38000204,NHS Suffolk and North East Essex ICB - 07K,502
07-2022,SUB ICB,09D,E38000021,NHS Sussex ICB - 09D,2284
07-2022,SUB ICB,10Q,E38000136,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q",1367
07-2022,SUB ICB,10R,E38000137,NHS Hampshire and Isle Of Wight ICB - 10R,609
07-2022,SUB ICB,11J,E38000045,NHS Dorset ICB - 11J,2812
07-2022,SUB ICB,11M,E38000062,NHS Gloucestershire ICB - 11M,3651
07-2022,SUB ICB,11N,E38000089,NHS Cornwall and The Isles Of Scilly ICB - 11N,2065
07-2022,SUB ICB,11X,E38000150,NHS Somerset ICB - 11X,216
07-2022,SUB ICB,12F,E38000208,NHS Cheshire and Merseyside ICB - 12F,2014
07-2022,SUB ICB,13T,E38000212,NHS North East and North Cumbria ICB - 13T,2677
07-2022,SUB ICB,14L,E38000217,NHS Greater Manchester ICB - 14L,4162
07-2022,SUB ICB,14Y,E38000223,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y",187
07-2022,SUB ICB,15A,E38000221,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A",123
07-2022,SUB ICB,15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire ICB - 15C",3755
07-2022,SUB ICB,15E,E38000258,NHS Birmingham and Solihull ICB - 15E,5130
07-2022,SUB ICB,15F,E38000225,NHS West Yorkshire ICB - 15F,2328
07-2022,SUB ICB,15M,E38000261,NHS Derby and Derbyshire ICB - 15M,4819
07-2022,SUB ICB,15N,E38000230,NHS Devon ICB - 15N,4976
07-2022,SUB ICB,16C,E38000247,NHS North East and North Cumbria ICB - 16C,1532
07-2022,SUB ICB,18C,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,1358
07-2022,SUB ICB,26A,E38000239,NHS Norfolk and Waveney ICB - 26A,1961
07-2022,SUB ICB,27D,E38000233,NHS Cheshire and Merseyside ICB - 27D,2135
07-2022,SUB ICB,36J,E38000232,NHS West Yorkshire ICB - 36J,1227
07-2022,SUB ICB,36L,E38000245,NHS South West London ICB - 36L,1444
07-2022,SUB ICB,42D,E38000241,NHS Humber and North Yorkshire ICB - 42D,926
07-2022,SUB ICB,52R,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,1769
07-2022,SUB ICB,70F,E38000248,NHS Sussex ICB - 70F,7701
07-2022,SUB ICB,71E,E38000238,NHS Lincolnshire ICB - 71E,1693
07-2022,SUB ICB,72Q,E38000244,NHS South East London ICB - 72Q,3027
07-2022,SUB ICB,78H,E38000262,NHS Northamptonshire ICB - 78H,1348
07-2022,SUB ICB,84H,E38000234,NHS North East and North Cumbria ICB - 84H,2497
07-2022,SUB ICB,91Q,E38000237,NHS Kent and Medway ICB - 91Q,17881
07-2022,SUB ICB,92A,E38000246,NHS Surrey Heartlands ICB - 92A,4444
07-2022,SUB ICB,92G,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G",3376
07-2022,SUB ICB,93C,E38000240,NHS North Central London ICB - 93C,5426
07-2022,SUB ICB,97R,E38000235,NHS Sussex ICB - 97R,3698
07-2022,SUB ICB,99A,E38000101,NHS Cheshire and Merseyside ICB - 99A,1112
07-2022,SUB ICB,99C,E38000127,NHS North East and North Cumbria ICB - 99C,193
07-2022,SUB ICB,99E,E38000007,NHS Mid and South Essex ICB - 99E,810
07-2022,SUB ICB,99F,E38000030,NHS Mid and South Essex ICB - 99F,510
07-2022,SUB ICB,99G,E38000168,NHS Mid and South Essex ICB - 99G,297
07-2022,SUB ICB,A3A8R,E38000255,NHS North East London ICB - A3A8R,6801
07-2022,SUB ICB,B2M3M,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,3805
07-2022,SUB ICB,D2P2L,E38000259,NHS Black Country ICB - D2P2L,1031
07-2022,SUB ICB,D4U1Y,E38000252,NHS Frimley ICB - D4U1Y,6680
07-2022,SUB ICB,D9Y0V,E38000253,NHS Hampshire and Isle Of Wight ICB - D9Y0V,7110
07-2022,SUB ICB,M1J4Y,E38000249,"NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y",109
07-2022,SUB ICB,M2L0M,E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",1077
07-2022,ICB,QE1,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,5118
07-2022,ICB,QF7,E54000061,NHS South Yorkshire Integrated Care Board,6434
07-2022,ICB,QGH,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,1358
07-2022,ICB,QH8,E54000026,NHS Mid and South Essex Integrated Care Board,1805
07-2022,ICB,QHG,E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",109
07-2022,ICB,QHL,E54000055,NHS Birmingham and Solihull Integrated Care Board,5130
07-2022,ICB,QHM,E54000050,NHS North East and North Cumbria Integrated Care Board,12459
07-2022,ICB,QJ2,E54000058,NHS Derby and Derbyshire Integrated Care Board,4819
07-2022,ICB,QJG,E54000023,NHS Suffolk and North East Essex Integrated Care Board,1308
07-2022,ICB,QJK,E54000037,NHS Devon Integrated Care Board,4976
07-2022,ICB,QJM,E54000013,NHS Lincolnshire Integrated Care Board,1693
07-2022,ICB,QK1,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",122
07-2022,ICB,QKK,E54000030,NHS South East London Integrated Care Board,3027
07-2022,ICB,QKS,E54000032,NHS Kent and Medway Integrated Care Board,17881
07-2022,ICB,QM7,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,3086
07-2022,ICB,QMF,E54000029,NHS North East London Integrated Care Board,6801
07-2022,ICB,QMJ,E54000028,NHS North Central London Integrated Care Board,5426
07-2022,ICB,QMM,E54000022,NHS Norfolk and Waveney Integrated Care Board,1961
07-2022,ICB,QNC,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,4082
07-2022,ICB,QNQ,E54000034,NHS Frimley Integrated Care Board,6680
07-2022,ICB,QNX,E54000053,NHS Sussex Integrated Care Board,13683
07-2022,ICB,QOC,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",1077
07-2022,ICB,QOP,E54000057,NHS Greater Manchester Integrated Care Board,11635
07-2022,ICB,QOQ,E54000051,NHS Humber and North Yorkshire Integrated Care Board,1369
07-2022,ICB,QOX,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",3376
07-2022,ICB,QPM,E54000059,NHS Northamptonshire Integrated Care Board,1348
07-2022,ICB,QR1,E54000043,NHS Gloucestershire Integrated Care Board,3651
07-2022,ICB,QRL,E54000042,NHS Hampshire and the Isle of Wight Integrated Care Board,7719
07-2022,ICB,QRV,E54000027,NHS North West London Integrated Care Board,4687
07-2022,ICB,QSL,E54000038,NHS Somerset Integrated Care Board,216
07-2022,ICB,QT1,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2645
07-2022,ICB,QT6,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2065
07-2022,ICB,QU9,E54000044,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",1677
07-2022,ICB,QUA,E54000062,NHS Black Country Integrated Care Board,1031
07-2022,ICB,QUE,E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,66
07-2022,ICB,QUY,E54000039,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",3755
07-2022,ICB,QVV,E54000041,NHS Dorset Integrated Care Board,2812
07-2022,ICB,QWE,E54000031,NHS South West London Integrated Care Board,1444
07-2022,ICB,QWO,E54000054,NHS West Yorkshire Integrated Care Board,5689
07-2022,ICB,QWU,E54000018,NHS Coventry and Warwickshire Integrated Care Board,3805
07-2022,ICB,QXU,E54000052,NHS Surrey Heartlands Integrated Care Board,4444
07-2022,ICB,QYG,E54000008,NHS Cheshire and Merseyside Integrated Care Board,6354
07-2022,SUB ICB,W2U3Z,E38000256,NHS North West London ICB - W2U3Z,4687
07-2022,SUB ICB,X2C4Y,E38000254,NHS West Yorkshire ICB - X2C4Y,717
08-2022,National,ENG,ENG,England,78775
08-2022,Region,Y56,E40000003,London,9973
08-2022,Region,Y58,E40000006,South West,8433
08-2022,Region,Y59,E40000005,South East,23813
08-2022,Region,Y60,E40000011,Midlands,12866
08-2022,Region,Y61,E40000007,East of England,2719
08-2022,Region,Y62,E40000010,North West,9971
08-2022,Region,Y63,E40000012,North East and Yorkshire,11000
08-2022,SUB ICB,00L,E38000130,NHS North East and North Cumbria ICB - 00L,1036
08-2022,SUB ICB,00N,E38000163,NHS North East and North Cumbria ICB - 00N,416
08-2022,SUB ICB,00P,E38000176,NHS North East and North Cumbria ICB - 00P,924
08-2022,SUB ICB,00R,E38000015,NHS Lancashire and South Cumbria ICB - 00R,50
08-2022,SUB ICB,00T,E38000016,NHS Greater Manchester ICB - 00T,1456
08-2022,SUB ICB,00V,E38000024,NHS Greater Manchester ICB - 00V,528
08-2022,SUB ICB,00X,E38000034,NHS Lancashire and South Cumbria ICB - 00X,820
08-2022,SUB ICB,00Y,E38000135,NHS Greater Manchester ICB - 00Y,16
08-2022,SUB ICB,01A,E38000050,NHS Lancashire and South Cumbria ICB - 01A,630
08-2022,SUB ICB,01D,E38000080,NHS Greater Manchester ICB - 01D,256
08-2022,SUB ICB,01E,E38000227,NHS Lancashire and South Cumbria ICB - 01E,119
08-2022,SUB ICB,01G,E38000143,NHS Greater Manchester ICB - 01G,394
08-2022,SUB ICB,01H,E38000215,NHS North East and North Cumbria ICB - 01H,48
08-2022,SUB ICB,01K,E38000228,NHS Lancashire and South Cumbria ICB - 01K,805
08-2022,SUB ICB,01W,E38000174,NHS Greater Manchester ICB - 01W,70
08-2022,SUB ICB,01X,E38000172,NHS Cheshire and Merseyside ICB - 01X,2
08-2022,SUB ICB,01Y,E38000263,NHS Greater Manchester ICB - 01Y,132
08-2022,SUB ICB,02A,E38000187,NHS Greater Manchester ICB - 02A,70
08-2022,SUB ICB,02E,E38000194,NHS Cheshire and Merseyside ICB - 02E,533
08-2022,SUB ICB,02G,E38000200,NHS Lancashire and South Cumbria ICB - 02G,57
08-2022,SUB ICB,02M,E38000226,NHS Lancashire and South Cumbria ICB - 02M,91
08-2022,SUB ICB,02P,E38000006,NHS South Yorkshire ICB - 02P,839
08-2022,SUB ICB,02Q,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,435
08-2022,SUB ICB,02T,E38000025,NHS West Yorkshire ICB - 02T,231
08-2022,SUB ICB,02X,E38000044,NHS South Yorkshire ICB - 02X,1622
08-2022,SUB ICB,02Y,E38000052,NHS Humber and North Yorkshire ICB - 02Y,7
08-2022,SUB ICB,03F,E38000085,NHS Humber and North Yorkshire ICB - 03F,4
08-2022,SUB ICB,03H,E38000119,NHS Humber and North Yorkshire ICB - 03H,56
08-2022,SUB ICB,03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,34
08-2022,SUB ICB,03L,E38000141,NHS South Yorkshire ICB - 03L,85
08-2022,SUB ICB,03N,E38000146,NHS South Yorkshire ICB - 03N,356
08-2022,SUB ICB,03R,E38000190,NHS West Yorkshire ICB - 03R,84
08-2022,SUB ICB,04C,E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",1
08-2022,SUB ICB,04Y,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,480
08-2022,SUB ICB,05D,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,166
08-2022,SUB ICB,05G,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,497
08-2022,SUB ICB,05Q,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,162
08-2022,SUB ICB,05V,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,114
08-2022,SUB ICB,05W,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,30
08-2022,SUB ICB,06H,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,4
08-2022,SUB ICB,06K,E38000049,NHS Hertfordshire and West Essex ICB - 06K,166
08-2022,SUB ICB,06L,E38000086,NHS Suffolk and North East Essex ICB - 06L,129
08-2022,SUB ICB,06N,E38000079,NHS Hertfordshire and West Essex ICB - 06N,175
08-2022,SUB ICB,06Q,E38000106,NHS Mid and South Essex ICB - 06Q,9
08-2022,SUB ICB,07H,E38000197,NHS Hertfordshire and West Essex ICB - 07H,373
08-2022,SUB ICB,07K,E38000204,NHS Suffolk and North East Essex ICB - 07K,27
08-2022,SUB ICB,09D,E38000021,NHS Sussex ICB - 09D,1681
08-2022,SUB ICB,10Q,E38000136,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q",889
08-2022,SUB ICB,10R,E38000137,NHS Hampshire and Isle Of Wight ICB - 10R,383
08-2022,SUB ICB,11J,E38000045,NHS Dorset ICB - 11J,573
08-2022,SUB ICB,11M,E38000062,NHS Gloucestershire ICB - 11M,1618
08-2022,SUB ICB,11N,E38000089,NHS Cornwall and The Isles Of Scilly ICB - 11N,1140
08-2022,SUB ICB,12F,E38000208,NHS Cheshire and Merseyside ICB - 12F,972
08-2022,SUB ICB,13T,E38000212,NHS North East and North Cumbria ICB - 13T,1373
08-2022,SUB ICB,14L,E38000217,NHS Greater Manchester ICB - 14L,1961
08-2022,SUB ICB,14Y,E38000223,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y",25
08-2022,SUB ICB,15A,E38000221,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A",20
08-2022,SUB ICB,15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire ICB - 15C",1245
08-2022,SUB ICB,15E,E38000258,NHS Birmingham and Solihull ICB - 15E,2375
08-2022,SUB ICB,15F,E38000225,NHS West Yorkshire ICB - 15F,1337
08-2022,SUB ICB,15M,E38000261,NHS Derby and Derbyshire ICB - 15M,2229
08-2022,SUB ICB,15N,E38000230,NHS Devon ICB - 15N,1513
08-2022,SUB ICB,16C,E38000247,NHS North East and North Cumbria ICB - 16C,544
08-2022,SUB ICB,18C,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,526
08-2022,SUB ICB,26A,E38000239,NHS Norfolk and Waveney ICB - 26A,681
08-2022,SUB ICB,27D,E38000233,NHS Cheshire and Merseyside ICB - 27D,512
08-2022,SUB ICB,36J,E38000232,NHS West Yorkshire ICB - 36J,546
08-2022,SUB ICB,36L,E38000245,NHS South West London ICB - 36L,503
08-2022,SUB ICB,42D,E38000241,NHS Humber and North Yorkshire ICB - 42D,525
08-2022,SUB ICB,52R,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,886
08-2022,SUB ICB,70F,E38000248,NHS Sussex ICB - 70F,3452
08-2022,SUB ICB,71E,E38000238,NHS Lincolnshire ICB - 71E,527
08-2022,SUB ICB,72Q,E38000244,NHS South East London ICB - 72Q,1313
08-2022,SUB ICB,78H,E38000262,NHS Northamptonshire ICB - 78H,843
08-2022,SUB ICB,84H,E38000234,NHS North East and North Cumbria ICB - 84H,658
08-2022,SUB ICB,91Q,E38000237,NHS Kent and Medway ICB - 91Q,7905
08-2022,SUB ICB,92A,E38000246,NHS Surrey Heartlands ICB - 92A,1598
08-2022,SUB ICB,92G,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G",2344
08-2022,SUB ICB,93C,E38000240,NHS North Central London ICB - 93C,1926
08-2022,SUB ICB,97R,E38000235,NHS Sussex ICB - 97R,1387
08-2022,SUB ICB,99A,E38000101,NHS Cheshire and Merseyside ICB - 99A,497
08-2022,SUB ICB,99E,E38000007,NHS Mid and South Essex ICB - 99E,1053
08-2022,SUB ICB,99F,E38000030,NHS Mid and South Essex ICB - 99F,81
08-2022,SUB ICB,99G,E38000168,NHS Mid and South Essex ICB - 99G,20
08-2022,SUB ICB,A3A8R,E38000255,NHS North East London ICB - A3A8R,3173
08-2022,SUB ICB,B2M3M,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,2475
08-2022,SUB ICB,D2P2L,E38000259,NHS Black Country ICB - D2P2L,589
08-2022,SUB ICB,D4U1Y,E38000252,NHS Frimley ICB - D4U1Y,2417
08-2022,SUB ICB,D9Y0V,E38000253,NHS Hampshire and Isle Of Wight ICB - D9Y0V,4056
08-2022,SUB ICB,M1J4Y,E38000249,"NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y",1
08-2022,SUB ICB,M2L0M,E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",531
08-2022,ICB,QE1,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2572
08-2022,ICB,QF7,E54000061,NHS South Yorkshire Integrated Care Board,2902
08-2022,ICB,QGH,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,526
08-2022,ICB,QH8,E54000026,NHS Mid and South Essex Integrated Care Board,1163
08-2022,ICB,QHG,E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",1
08-2022,ICB,QHL,E54000055,NHS Birmingham and Solihull Integrated Care Board,2375
08-2022,ICB,QHM,E54000050,NHS North East and North Cumbria Integrated Care Board,4999
08-2022,ICB,QJ2,E54000058,NHS Derby and Derbyshire Integrated Care Board,2229
08-2022,ICB,QJG,E54000023,NHS Suffolk and North East Essex Integrated Care Board,156
08-2022,ICB,QJK,E54000037,NHS Devon Integrated Care Board,1513
08-2022,ICB,QJM,E54000013,NHS Lincolnshire Integrated Care Board,527
08-2022,ICB,QK1,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",1
08-2022,ICB,QKK,E54000030,NHS South East London Integrated Care Board,1313
08-2022,ICB,QKS,E54000032,NHS Kent and Medway Integrated Care Board,7905
08-2022,ICB,QM7,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,714
08-2022,ICB,QMF,E54000029,NHS North East London Integrated Care Board,3173
08-2022,ICB,QMJ,E54000028,NHS North Central London Integrated Care Board,1926
08-2022,ICB,QMM,E54000022,NHS Norfolk and Waveney Integrated Care Board,681
08-2022,ICB,QNC,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,1449
08-2022,ICB,QNQ,E54000034,NHS Frimley Integrated Care Board,2417
08-2022,ICB,QNX,E54000053,NHS Sussex Integrated Care Board,6520
08-2022,ICB,QOC,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",531
08-2022,ICB,QOP,E54000057,NHS Greater Manchester Integrated Care Board,4883
08-2022,ICB,QOQ,E54000051,NHS Humber and North Yorkshire Integrated Care Board,626
08-2022,ICB,QOX,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",2344
08-2022,ICB,QPM,E54000059,NHS Northamptonshire Integrated Care Board,843
08-2022,ICB,QR1,E54000043,NHS Gloucestershire Integrated Care Board,1618
08-2022,ICB,QRL,E54000042,NHS Hampshire and the Isle of Wight Integrated Care Board,4439
08-2022,ICB,QRV,E54000027,NHS North West London Integrated Care Board,3058
08-2022,ICB,QT1,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,1321
08-2022,ICB,QT6,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,1140
08-2022,ICB,QU9,E54000044,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",934
08-2022,ICB,QUA,E54000062,NHS Black Country Integrated Care Board,589
08-2022,ICB,QUE,E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,4
08-2022,ICB,QUY,E54000039,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",1245
08-2022,ICB,QVV,E54000041,NHS Dorset Integrated Care Board,573
08-2022,ICB,QWE,E54000031,NHS South West London Integrated Care Board,503
08-2022,ICB,QWO,E54000054,NHS West Yorkshire Integrated Care Board,2473
08-2022,ICB,QWU,E54000018,NHS Coventry and Warwickshire Integrated Care Board,2475
08-2022,ICB,QXU,E54000052,NHS Surrey Heartlands Integrated Care Board,1598
08-2022,ICB,QYG,E54000008,NHS Cheshire and Merseyside Integrated Care Board,2516
08-2022,SUB ICB,W2U3Z,E38000256,NHS North West London ICB - W2U3Z,3058
08-2022,SUB ICB,X2C4Y,E38000254,NHS West Yorkshire ICB - X2C4Y,275
09-2022,National,ENG,ENG,England,1775777
09-2022,Region,Y56,E40000003,London,141907
09-2022,Region,Y58,E40000006,South West,190540
09-2022,Region,Y59,E40000005,South East,403947
09-2022,Region,Y60,E40000011,Midlands,357054
09-2022,Region,Y61,E40000007,East of England,141537
09-2022,Region,Y62,E40000010,North West,246633
09-2022,Region,Y63,E40000012,North East and Yorkshire,294159
09-2022,SUB ICB,00L,E38000130,NHS North East and North Cumbria ICB - 00L,28325
09-2022,SUB ICB,00N,E38000163,NHS North East and North Cumbria ICB - 00N,7466
09-2022,SUB ICB,00P,E38000176,NHS North East and North Cumbria ICB - 00P,16349
09-2022,SUB ICB,00Q,E38000014,NHS Lancashire and South Cumbria ICB - 00Q,3920
09-2022,SUB ICB,00R,E38000015,NHS Lancashire and South Cumbria ICB - 00R,4460
09-2022,SUB ICB,00T,E38000016,NHS Greater Manchester ICB - 00T,20609
09-2022,SUB ICB,00V,E38000024,NHS Greater Manchester ICB - 00V,14920
09-2022,SUB ICB,00X,E38000034,NHS Lancashire and South Cumbria ICB - 00X,12748
09-2022,SUB ICB,00Y,E38000135,NHS Greater Manchester ICB - 00Y,3226
09-2022,SUB ICB,01A,E38000050,NHS Lancashire and South Cumbria ICB - 01A,12877
09-2022,SUB ICB,01D,E38000080,NHS Greater Manchester ICB - 01D,8325
09-2022,SUB ICB,01E,E38000227,NHS Lancashire and South Cumbria ICB - 01E,5422
09-2022,SUB ICB,01F,E38000068,NHS Cheshire and Merseyside ICB - 01F,4159
